mass,rt,
379.21472,8.7106028,
424.12723,8.7106028,
186.15727,8.7233299,
299.22202,8.7233299,
300.22528,8.7233299,
321.2037,8.7233299,
445.26175,8.7233299,
355.24789,8.7360737,
438.14294,8.7360737,
444.25928,8.7360737,
239.05893,8.7483861,
239.15807,8.7483861,
291.15924,8.7483861,
388.23325,8.7483861,
684.0155,8.7483861,
252.19586,8.7605966,
263.16434,8.7605966,
346.09552,8.7605966,
371.97168,8.7605966,
372.47388,8.7605966,
393.96643,8.7605966,
463.965,8.7605966,
464.96793,8.7605966,
680.95776,8.7605966,
724.94568,8.7605966,
788.94287,8.7605966,
789.94495,8.7605966,
795.23615,8.7605966,
810.9256,8.7605966,
823.19672,8.7605966,
825.21191,8.7605966,
839.22485,8.7605966,
846.99512,8.7605966,
920.30103,8.7605966,
966.26111,8.7605966,
842.0929,8.7725966,
287.22192,8.7725966,
373.04416,8.7725966,
418.97211,8.7725966,
419.97531,8.7725966,
462.96204,8.7725966,
560.94507,8.7725966,
561.94708,8.7725966,
562.94104,8.7725966,
796.23627,8.7725966,
864.20459,8.7725966,
921.30383,8.7725966,
948.26233,8.7725966,
950.27606,8.7725966,
964.25421,8.7725966,
271.22711,8.7849174,
288.22546,8.7849174,
439.14374,8.7849174,
580.93286,8.7849174,
598.9317,8.7849174,
599.93439,8.7849174,
965.25812,8.7849174,
185.15396,8.7970716,
498.92892,8.7970716,
499.93195,8.7970716,
500.92331,8.7970716,
501.92819,8.7970716,
251.13159,8.8218591,
297.20618,8.8218591,
298.2095,8.8218591,
311.2218,8.8470487,
462.23386,8.8470487,
370.18561,8.8592112,
460.25443,8.8592112,
461.25708,8.8592112,
532.1839,8.8592112,
339.25281,8.8710507,
352.10626,8.8833091,
469.26428,8.8833091,
541.35828,8.8833091,
546.97083,8.8833091,
693.29602,8.8833091,
1048.271,8.8833091,
263.16425,8.8956111,
370.26706,8.8956111,
480.96878,8.8956111,
481.97198,8.8956111,
500.97507,8.8956111,
544.96484,8.8956111,
545.96808,8.8956111,
626.96729,8.8956111,
642.94794,8.8956111,
644.94354,8.8956111,
877.24005,8.8956111,
879.23413,8.8956111,
946.20398,8.8956111,
1002.30505,8.8956111,
1030.26074,8.8956111,
1031.2655,8.8956111,
1032.28149,8.8956111,
1046.25818,8.8956111,
514.89911,8.9079029,
515.90216,8.9079029,
516.89581,8.9079029,
517.89868,8.9079029,
596.90198,8.9079029,
891.21796,8.9079029,
1003.21661,8.9079029,
1003.30896,8.9079029,
1062.90454,8.9079029,
162.98181,8.9201341,
184.98361,8.9201341,
185.98685,8.9201341,
229.18008,8.9201341,
494.95148,8.9201341,
518.89056,8.9201341,
532.96423,8.9201341,
562.93719,8.9201341,
576.95459,8.9201341,
952.29163,8.9201341,
953.29517,8.9201341,
990.91199,8.9201341,
1012.89276,8.9201341,
197.15401,8.932907,
256.19098,8.932907,
320.1889,8.932907,
376.19678,8.932907,
600.26099,8.932907,
827.2262,8.932907,
896.19397,8.932907,
980.25079,8.932907,
983.26862,8.932907,
996.24469,8.932907,
316.17603,8.9452508,
805.22217,8.9452508,
834.23676,8.9452508,
841.20697,8.9452508,
972.28204,8.9452508,
982.26721,8.9452508,
257.21155,8.9571361,
392.97546,8.9571361,
393.97845,8.9571361,
456.97141,8.9571361,
457.9747,8.9571361,
554.95404,8.9571361,
556.95013,8.9571361,
566.97498,8.9571361,
568.96967,8.9571361,
678.02423,8.9571361,
791.2439,8.9571361,
792.24451,8.9571361,
803.22504,8.9571361,
804.22919,8.9571361,
819.22003,8.9571361,
833.23492,8.9571361,
915.31464,8.9571361,
916.31543,8.9571361,
944.28802,8.9571361,
958.2663,8.9571361,
981.25092,8.9571361,
283.13635,8.9687195,
292.08554,8.9687195,
313.17987,8.9687195,
789.24664,8.9687195,
790.24841,8.9687195,
817.20453,8.9687195,
858.21271,8.9687195,
900.22272,8.9687195,
914.31238,8.9687195,
942.27106,8.9687195,
943.27142,8.9687195,
945.28754,8.9687195,
946.2934,8.9687195,
956.25122,8.9687195,
960.27905,8.9687195,
536.98352,8.9928195,
337.99207,8.9928195,
460.25458,8.9928195,
539.98163,8.9928195,
316.98175,9.0052591,
336.98843,9.0052591,
356.99429,9.0052591,
440.99637,9.0052591,
441.99985,9.0052591,
522.99915,9.0052591,
538.97974,9.0052591,
540.97565,9.0052591,
550.99982,9.0052591,
552.99451,9.0052591,
662.05096,9.0052591,
773.27118,9.0052591,
774.27386,9.0052591,
775.26764,9.0052591,
787.25043,9.0052591,
788.25574,9.0052591,
817.2627,9.0052591,
898.33685,9.0052591,
899.33936,9.0052591,
926.29474,9.0052591,
927.2973,9.0052591,
928.3103,9.0052591,
371.27908,9.0179883,
508.98328,9.0179883,
929.31305,9.0179883,
313.23767,9.0307944,
314.24097,9.0307944,
185.1541,9.0431069,
233.15402,9.0431069,
267.15707,9.0431069,
416.96002,9.0431069,
518.43073,9.0431069,
672.46771,9.0431069,
186.15733,9.0548883,
194.08168,9.0548883,
271.19089,9.0548883,
517.42712,9.0548883,
670.45288,9.0548883,
331.05133,9.0664153,
443.19611,9.0664153,
530.8941,9.0664153,
531.89709,9.0664153,
532.89087,9.0664153,
533.89398,9.0664153,
548.15454,9.0664153,
612.89728,9.0664153,
534.88501,9.0787716,
1016.1955,9.0787716,
239.05891,9.102682,
242.08173,9.102682,
257.21149,9.102682,
258.21448,9.102682,
285.06439,9.102682,
286.0636,9.102682,
301.0766,9.102682,
437.97174,9.102682,
459.96649,9.102682,
299.07986,9.1149342,
300.08011,9.1149342,
374.9751,9.1149342,
396.97025,9.1149342,
418.96402,9.1149342,
547.2876,9.1149342,
617.2439,9.1149342,
730.95282,9.1149342,
838.93762,9.1149342,
860.9209,9.1149342,
896.99261,9.1149342,
458.27505,9.1278278,
498.92883,9.1278278,
459.27808,9.1398132,
542.96405,9.1398132,
596.92664,9.1398132,
309.14471,9.1515446,
249.15239,9.1633966,
315.25275,9.1633966,
484.29062,9.1633966,
530.29614,9.1756049,
616.24213,9.1756049,
369.2634,9.1879508,
476.24939,9.1879508,
520.26721,9.1879508,
531.29865,9.1879508,
269.21146,9.1997487,
271.19064,9.1997487,
277.14374,9.1997487,
351.21442,9.1997487,
381.22217,9.1997487,
546.19916,9.1997487,
601.48584,9.1997487,
615.46448,9.1997487,
616.46741,9.1997487,
739.64099,9.1997487,
754.51044,9.1997487,
172.21445,9.2115049,
227.20096,9.2115049,
270.21481,9.2115049,
305.21085,9.2115049,
352.21768,9.2115049,
418.20712,9.2115049,
522.28302,9.2115049,
313.23758,9.223882,
314.24084,9.223882,
335.21936,9.223882,
524.27997,9.223882,
602.48883,9.223882,
573.45526,9.2355653,
235.16954,9.2473174,
526.95972,9.2473174,
527.96277,9.2473174,
873.21625,9.2473174,
1012.258,9.2473174,
1013.26019,9.2473174,
1014.27588,9.2473174,
1016.27905,9.2473174,
228.2041,9.258732,
528.9552,9.258732,
555.94983,9.258732,
556.95312,9.258732,
557.94409,9.258732,
610.94183,9.258732,
874.22034,9.258732,
972.29565,9.258732,
1015.27533,9.258732,
1028.25769,9.258732,
469.97183,9.2709737,
468.96869,9.2709737,
512.95837,9.2709737,
513.96167,9.2709737,
514.96362,9.2709737,
548.92554,9.2709737,
549.92877,9.2709737,
550.92041,9.2709737,
637.95355,9.2709737,
845.2334,9.2709737,
859.21393,9.2709737,
875.20667,9.2709737,
970.29932,9.2709737,
971.30194,9.2709737,
984.297,9.2709737,
998.25824,9.2709737,
999.26056,9.2709737,
1000.27228,9.2709737,
1001.27509,9.2709737,
1002.27112,9.2709737,
1034.22363,9.2709737,
1036.23853,9.2709737,
474.26974,9.2824153,
514.89911,9.2824153,
551.92499,9.2824153,
846.23669,9.2824153,
516.28046,9.3064528,
199.16959,9.3301862,
325.2374,9.3301862,
594.96179,9.3301862,
769.45612,9.3301862,
265.03668,9.3420445,
265.147,9.3420445,
265.25803,9.3420445,
266.15048,9.3420445,
267.14279,9.3420445,
268.14636,9.3420445,
277.17993,9.3420445,
311.22189,9.3420445,
312.2254,9.3420445,
333.1348,9.3420445,
347.14993,9.3420445,
348.15329,9.3420445,
429.15262,9.3420445,
595.96484,9.3420445,
597.42157,9.3420445,
598.42377,9.3420445,
599.41876,9.3420445,
611.40021,9.3420445,
613.4173,9.3420445,
627.39587,9.3420445,
680.40375,9.3420445,
722.48706,9.3420445,
723.49023,9.3420445,
724.49072,9.3420445,
750.44629,9.3420445,
751.44775,9.3420445,
752.46228,9.3420445,
753.46313,9.3420445,
767.44299,9.3420445,
768.45612,9.3420445,
257.71292,9.3539715,
612.40363,9.3539715,
754.45984,9.3539715,
300.08316,9.3900611,
315.25299,9.3900611,
316.25644,9.3900611,
359.04678,9.3900611,
211.1696,9.4021069,
325.07773,9.4021069,
343.22977,9.4021069,
385.29495,9.4021069,
208.09714,9.4148841,
299.14792,9.4148841,
346.24893,9.4148841,
484.29056,9.4148841,
530.29559,9.4148841,
530.89337,9.4148841,
544.31152,9.4148841,
616.24146,9.4148841,
783.45319,9.4148841,
785.47052,9.4148841,
786.46997,9.4148841,
946.98712,9.4148841,
163.11229,9.4256882,
297.15213,9.4256882,
298.1554,9.4256882,
365.13913,9.4256882,
379.155,9.4256882,
421.96912,9.4256882,
629.42596,9.4256882,
630.42865,9.4256882,
643.40448,9.4256882,
780.94958,9.4256882,
782.44971,9.4256882,
784.46686,9.4256882,
888.93451,9.4256882,
910.91595,9.4256882,
443.96295,9.4374507,
444.46451,9.4374507,
485.29382,9.4374507,
371.06488,9.4488466,
422.47086,9.4488466,
445.29501,9.4488466,
271.22711,9.4736507,
272.23041,9.4736507,
297.24243,9.4736507,
345.12833,9.4736507,
531.2984,9.4736507,
603.50232,9.4736507,
617.48059,9.4736507,
756.52509,9.4736507,
758.54358,9.4736507,
200.95378,9.4847798,
273.23373,9.4847798,
345.24548,9.4847798,
353.22983,9.4847798,
354.23361,9.4847798,
482.92715,9.4847798,
484.92422,9.4847798,
530.29572,9.4847798,
545.31433,9.4847798,
576.91284,9.4847798,
1063.21582,9.4847798,
544.31152,9.4966487,
244.19901,9.4966487,
381.22217,9.4966487,
405.26636,9.4966487,
406.26947,9.4966487,
483.93079,9.4966487,
618.25842,9.4966487,
1034.25366,9.4966487,
1064.22559,9.4966487,
243.19559,9.5092321,
378.01959,9.5092321,
484.29062,9.5092321,
486.30624,9.5092321,
522.28278,9.5092321,
533.31403,9.5092321,
580.89142,9.5092321,
588.97601,9.5092321,
830.54388,9.5092321,
838.24896,9.5092321,
976.29584,9.5092321,
979.31018,9.5092321,
199.16957,9.5205799,
344.23325,9.5205799,
346.24921,9.5205799,
355.19394,9.5205799,
366.9783,9.5205799,
367.98047,9.5205799,
386.98468,9.5205799,
406.99036,9.5205799,
490.99319,9.5205799,
491.99594,9.5205799,
532.31189,9.5205799,
546.32776,9.5205799,
572.99609,9.5205799,
590.97229,9.5205799,
823.26788,9.5205799,
824.271,9.5205799,
837.24774,9.5205799,
839.26593,9.5205799,
948.33307,9.5205799,
949.33698,9.5205799,
978.30737,9.5205799,
994.2998,9.5205799,
489.32462,9.5321007,
825.26605,9.5321007,
851.26117,9.5321007,
363.25641,9.5437236,
488.32352,9.5437236,
548.32764,9.5437236,
569.96539,9.5437236,
570.96869,9.5437236,
571.96075,9.5437236,
902.24078,9.5437236,
904.23761,9.5437236,
916.21851,9.5437236,
1028.3092,9.5437236,
1055.26794,9.5437236,
1057.2804,9.5437236,
293.13861,9.5554444,
347.26123,9.5554444,
418.97302,9.5554444,
651.96777,9.5554444,
667.94952,9.5554444,
903.24335,9.5554444,
918.22961,9.5554444,
1027.30591,9.5554444,
1058.28052,9.5554444,
1059.28333,9.5554444,
498.89832,9.5679862,
500.89545,9.5679862,
331.26639,9.5807924,
384.28281,9.5807924,
468.29517,9.5807924,
487.30881,9.5807924,
547.3302,9.5807924,
1073.28003,9.5807924,
295.22696,9.5924903,
383.27939,9.5924903,
271.2272,9.6047778,
277.14359,9.6047778,
348.26443,9.6047778,
447.06256,9.6047778,
522.28265,9.6047778,
283.22696,9.6160861,
533.31378,9.6160861,
225.00693,9.6277382,
242.21999,9.6277382,
407.28223,9.6277382,
470.17783,9.6277382,
167.01962,9.6392278,
298.04599,9.6392278,
329.25082,9.6392278,
372.06458,9.6392278,
408.28546,9.6392278,
428.87231,9.6392278,
490.89166,9.6392278,
297.04617,9.650659,
316.90707,9.650659,
318.9039,9.650659,
320.90039,9.650659,
371.06485,9.650659,
373.06076,9.650659,
426.87531,9.650659,
430.86938,9.650659,
488.8931,9.650659,
323.21976,9.6629112,
327.25311,9.6629112,
328.25641,9.6629112,
330.25449,9.6629112,
342.1814,9.6629112,
367.24292,9.6629112,
374.06131,9.6629112,
573.49005,9.6742091,
241.21652,9.6856924,
255.23224,9.6856924,
560.3067,9.6856924,
909.20703,9.6856924,
267.15701,9.697757,
323.16769,9.697757,
359.22491,9.697757,
391.17746,9.697757,
546.4267,9.697757,
598.92212,9.697757,
599.92535,9.697757,
600.91699,9.697757,
687.48712,9.697757,
1021.29718,9.697757,
1048.25647,9.697757,
1050.27087,9.697757,
1051.27319,9.697757,
281.17252,9.7094507,
199.16969,9.7094507,
200.17296,9.7094507,
201.17638,9.7094507,
282.17569,9.7094507,
309.17331,9.7094507,
310.17667,9.7094507,
363.17554,9.7094507,
421.32773,9.7094507,
518.96527,9.7094507,
519.96777,9.7094507,
531.44342,9.7094507,
532.44659,9.7094507,
545.42303,9.7094507,
547.43829,9.7094507,
548.44165,9.7094507,
559.4386,9.7094507,
561.41748,9.7094507,
562.9552,9.7094507,
563.9588,9.7094507,
656.50977,9.7094507,
657.51227,9.7094507,
684.46918,9.7094507,
686.48462,9.7094507,
702.48004,9.7094507,
794.4726,9.7094507,
895.23108,9.7094507,
896.23236,9.7094507,
1020.29572,9.7094507,
1022.30011,9.7094507,
1092.88367,9.7094507,
199.24243,9.7204591,
283.22696,9.7204591,
284.23026,9.7204591,
373.061,9.7204591,
446.9671,9.7204591,
468.96179,9.7204591,
469.46274,9.7204591,
533.43811,9.7204591,
658.51105,9.7204591,
923.22632,9.7204591,
165.04018,9.731682,
644.95837,9.731682,
645.96204,9.731682,
207.13335,9.7430299,
374.06201,9.7430299,
485.22009,9.7430299,
525.97614,9.7430299,
580.96222,9.7430299,
665.98431,9.7430299,
930.23547,9.7430299,
1043.32068,9.7430299,
1087.2865,9.7430299,
341.21436,9.7551945,
341.26865,9.7551945,
583.9812,9.7551945,
584.98505,9.7551945,
585.97699,9.7551945,
649.96875,9.7551945,
916.25604,9.7551945,
917.2605,9.7551945,
918.2522,9.7551945,
944.25061,9.7551945,
1041.32056,9.7551945,
1042.32556,9.7551945,
1071.29407,9.7551945,
173.02448,9.7664799,
297.0462,9.7664799,
298.04523,9.7664799,
299.04306,9.7664799,
313.07782,9.7664799,
314.07684,9.7664799,
315.07425,9.7664799,
316.07404,9.7664799,
359.22498,9.7664799,
368.1489,9.7664799,
339.2529,9.7775174,
359.08267,9.7775174,
298.24588,9.789107,
419.2822,9.789107,
420.28537,9.789107,
502.3017,9.789107,
722.82446,9.789107,
1116.22388,9.789107,
279.16211,9.8004653,
297.24249,9.8004653,
325.23724,9.8004653,
366.93875,9.8004653,
532.92377,9.8004653,
533.92731,9.8004653,
708.91113,9.8004653,
710.9101,9.8004653,
959.18549,9.8004653,
1085.25391,9.8004653,
1086.24915,9.8004653,
1114.22302,9.8004653,
1115.22803,9.8004653,
382.1644,9.8113236,
448.21811,9.8113236,
534.92084,9.8113236,
535.92413,9.8113236,
626.91052,9.8113236,
627.91449,9.8113236,
628.90747,9.8113236,
961.18164,9.8113236,
1084.24963,9.8113236,
1087.24768,9.8113236,
269.21136,9.8242382,
359.14474,9.8242382,
503.3038,9.8242382,
601.48492,9.8242382,
659.43866,9.8242382,
799.48468,9.8242382,
801.49658,9.8242382,
814.47821,9.8242382,
646.44098,9.8356945,
183.01077,9.8356945,
234.15698,9.8356945,
253.35547,9.8356945,
311.02576,9.8356945,
311.16794,9.8356945,
312.1713,9.8356945,
313.16367,9.8356945,
379.15509,9.8356945,
393.17078,9.8356945,
394.17401,9.8356945,
476.17865,9.8356945,
623.34302,9.8356945,
643.44214,9.8356945,
644.44507,9.8356945,
645.32507,9.8356945,
645.43921,9.8356945,
657.42078,9.8356945,
658.42407,9.8356945,
671.43652,9.8356945,
672.43939,9.8356945,
673.45135,9.8356945,
674.42035,9.8356945,
754.45581,9.8356945,
768.50824,9.8356945,
769.51025,9.8356945,
798.48157,9.8356945,
800.48975,9.8356945,
815.48083,9.8356945,
233.15387,9.8470257,
314.16702,9.8470257,
395.1651,9.8470257,
475.17358,9.8470257,
506.86005,9.8470257,
721.4212,9.8470257,
770.51099,9.8470257,
771.50946,9.8470257,
213.18526,9.8599216,
275.16785,9.8599216,
1044.28369,9.8716591,
1045.28137,9.8716591,
1060.27319,9.8716591,
353.19928,9.8831799,
354.20236,9.8831799,
492.96863,9.8831799,
493.97205,9.8831799,
556.96454,9.8831799,
557.96735,9.8831799,
632.88452,9.8831799,
633.88696,9.8831799,
634.88196,9.8831799,
638.96777,9.8831799,
889.23956,9.8831799,
890.24255,9.8831799,
891.23523,9.8831799,
917.2345,9.8831799,
1014.30511,9.8831799,
1015.3089,9.8831799,
1016.30554,9.8831799,
1042.26099,9.8831799,
327.16263,9.8943445,
355.19479,9.8943445,
630.88763,9.8943445,
631.89124,9.8943445,
361.27731,9.9061715,
476.17603,9.9290445,
502.30157,9.9290445,
503.30426,9.9290445,
323.20416,9.9406361,
449.97055,9.9772528,
257.21143,9.9887466,
608.30975,9.9887466,
375.13925,9.9998174,
397.22525,9.9998174,
398.22809,9.9998174,
530.29608,9.9998174,
442.28,10.011555,
237.18515,10.034313,
255.23221,10.034313,
706.55377,10.034313,
956.28918,10.034313,
374.28964,10.04674,
497.94489,10.04674,
498.94791,10.04674,
499.94028,10.04674,
503.34055,10.04674,
545.45935,10.04674,
579.94769,10.04674,
670.52563,10.04674,
955.28424,10.04674,
213.18523,10.058569,
214.1886,10.058569,
256.23572,10.058569,
297.24243,10.058569,
298.24576,10.058569,
331.26651,10.058569,
341.26846,10.058569,
342.27158,10.058569,
546.46301,10.058569,
226.18861,10.070301,
307.18756,10.070301,
471.3136,10.070301,
558.46204,10.070301,
629.51752,10.070301,
682.52509,10.070301,
225.18527,10.081167,
439.3418,10.081167,
441.25146,10.081167,
453.36841,10.081167,
557.45917,10.081167,
569.96454,10.081167,
626.95343,10.081167,
627.95587,10.081167,
694.95508,10.081167,
695.95789,10.081167,
945.22638,10.081167,
959.22815,10.081167,
1072.29272,10.081167,
1084.29236,10.081167,
1100.26892,10.081167,
568.9621,10.092719,
582.94495,10.092719,
612.9519,10.092719,
613.95532,10.092719,
946.23016,10.092719,
1070.29297,10.092719,
1071.29749,10.092719,
1085.29138,10.092719,
1098.26978,10.092719,
1134.2749,10.092719,
421.22531,10.104432,
879.56909,10.104432,
321.21881,10.115701,
355.28433,10.115701,
422.22858,10.115701,
506.28799,10.115701,
878.56708,10.115701,
630.52002,10.126626,
269.21136,10.126626,
270.21472,10.126626,
337.18277,10.126626,
351.21399,10.126626,
418.2439,10.126626,
601.48523,10.126626,
602.48865,10.126626,
726.55066,10.126626,
612.33588,10.138759,
754.58356,10.138759,
782.92413,10.138759,
392.29025,10.15143,
629.51685,10.15143,
700.92102,10.15143,
701.92432,10.15143,
297.24246,10.162303,
298.24576,10.162303,
353.26837,10.162303,
377.2717,10.162303,
391.28738,10.162303,
692.90106,10.162303,
518.35406,10.174017,
598.91577,10.174017,
313.07727,10.184809,
600.9129,10.184809,
626.4538,10.184809,
860.50055,10.184809,
183.01085,10.196661,
250.14407,10.196661,
251.14731,10.196661,
293.17856,10.196661,
294.18182,10.196661,
375.18106,10.196661,
408.18863,10.196661,
616.88306,10.196661,
625.45172,10.196661,
658.45978,10.196661,
750.51831,10.196661,
751.52106,10.196661,
785.52655,10.196661,
828.49298,10.196661,
325.18323,10.208255,
326.18665,10.208255,
327.17905,10.208255,
328.18222,10.208255,
393.17084,10.208255,
401.3009,10.208255,
407.18604,10.208255,
489.18796,10.208255,
657.4577,10.208255,
752.51953,10.208255,
764.4986,10.208255,
782.52332,10.208255,
783.52704,10.208255,
784.52539,10.208255,
796.50439,10.208255,
797.50616,10.208255,
813.49982,10.208255,
313.23776,10.219286,
339.25259,10.219286,
614.8847,10.219286,
299.25815,10.23098,
300.26151,10.23098,
595.47687,10.23098,
213.18529,10.243794,
214.18858,10.243794,
263.20071,10.243794,
377.19055,10.243794,
545.45953,10.243794,
670.52563,10.243794,
295.18823,10.256061,
546.46228,10.256061,
671.52863,10.256061,
757.60284,10.256061,
341.21414,10.267172,
285.20615,10.278211,
632.91803,10.290203,
594.33075,10.313536,
544.31165,10.325261,
489.32449,10.337369,
517.31866,10.337369,
299.02527,10.349742,
507.29184,10.349742,
471.31369,10.361959,
432.25903,10.373303,
612.33508,10.373303,
1075.17285,10.373303,
516.31732,10.384355,
648.91241,10.384355,
649.91565,10.384355,
650.90955,10.384355,
651.91199,10.384355,
784.57465,10.384355,
1200.23938,10.384355,
1201.2417,10.384355,
1203.23804,10.384355,
1204.24158,10.384355,
1214.21887,10.384355,
1215.22168,10.384355,
234.14912,10.395978,
251.20108,10.395978,
366.9389,10.395978,
502.33771,10.395978,
546.32819,10.395978,
698.91589,10.395978,
699.9187,10.395978,
700.91449,10.395978,
742.89966,10.395978,
743.90466,10.395978,
824.90204,10.395978,
826.89886,10.395978,
1156.25659,10.395978,
1202.23669,10.395978,
355.28439,10.407478,
473.32916,10.407478,
488.32227,10.407478,
744.95117,10.407478,
1217.22217,10.407478,
271.22708,10.418909,
272.23022,10.418909,
353.22992,10.418909,
530.33228,10.418909,
531.33466,10.418909,
745.95526,10.418909,
1232.20093,10.418909,
760.86639,10.431213,
311.25815,10.431213,
470.31128,10.431213,
603.5011,10.431213,
604.50299,10.431213,
618.95898,10.431213,
662.94891,10.431213,
663.95239,10.431213,
728.56683,10.431213,
729.57153,10.431213,
995.22284,10.431213,
1120.28967,10.431213,
1134.26929,10.431213,
1135.27258,10.431213,
223.02759,10.443211,
224.02692,10.443211,
225.0244,10.443211,
239.0589,10.443211,
241.03821,10.443211,
246.14897,10.443211,
665.88684,10.443211,
1121.28979,10.443211,
1136.28174,10.443211,
1216.21143,10.443211,
445.08392,10.454824,
472.32721,10.454824,
506.28799,10.454824,
576.33868,10.454824,
612.3363,10.454824,
664.88275,10.454824,
666.88013,10.454824,
668.8761,10.454824,
758.86859,10.454824,
1218.20923,10.454824,
463.09442,10.466317,
1230.18958,10.466317,
455.32013,10.477269,
471.31415,10.477269,
337.20453,10.48843,
349.20407,10.48843,
486.30627,10.48843,
602.26257,10.48843,
786.59094,10.48843,
338.20792,10.500447,
507.29224,10.500447,
517.31873,10.500447,
533.35156,10.500447,
911.65582,10.500447,
343.22974,10.511586,
373.04428,10.511586,
435.07928,10.511586,
454.31641,10.511586,
473.32941,10.511586,
487.3096,10.511586,
532.34753,10.511586,
615.35449,10.511586,
329.25073,10.523076,
389.07547,10.523076,
390.07611,10.523076,
391.07077,10.523076,
422.20535,10.523076,
433.06436,10.523076,
436.08157,10.523076,
449.09619,10.523076,
450.0961,10.523076,
451.09393,10.523076,
503.2052,10.523076,
571.47424,10.523076,
738.35461,10.523076,
239.20088,10.534836,
240.20419,10.534836,
321.20288,10.534836,
509.30576,10.534836,
572.47815,10.534836,
613.28918,10.534836,
671.47327,10.534836,
672.47711,10.534836,
696.5412,10.534836,
697.54315,10.534836,
796.53943,10.534836,
810.51709,10.534836,
845.59778,10.534836,
339.19867,10.546497,
340.20206,10.546497,
341.19556,10.546497,
421.20148,10.546497,
666.36975,10.546497,
797.54028,10.546497,
228.2041,10.570455,
293.17804,10.570455,
297.24246,10.570455,
607.40479,10.570455,
629.51758,10.570455,
227.20088,10.581903,
311.25812,10.581903,
559.4754,10.581903,
366.93829,10.592857,
1127.16333,10.592857,
1265.21362,10.592857,
1266.22449,10.592857,
1268.22498,10.592857,
150.0085,10.604546,
151.00583,10.604546,
165.04019,10.604546,
166.03976,10.604546,
167.03703,10.604546,
200.95384,10.604546,
247.04294,10.604546,
532.92438,10.604546,
698.90912,10.604546,
699.91235,10.604546,
700.90607,10.604546,
701.91058,10.604546,
792.89606,10.604546,
793.89905,10.604546,
795.8963,10.604546,
876.8974,10.604546,
1250.23621,10.604546,
1251.23792,10.604546,
1252.23462,10.604546,
1253.23401,10.604546,
1264.21545,10.604546,
1267.22742,10.604546,
202.95103,10.616249,
794.89349,10.616249,
874.89801,10.616249,
1126.17114,10.616249,
1254.24304,10.616249,
184.98346,10.628311,
598.91498,10.628311,
1125.16431,10.628311,
381.23102,10.640338,
1121.24658,10.652509,
788.97321,10.652509,
789.97595,10.652509,
800.91461,10.652509,
801.91833,10.652509,
870.97693,10.652509,
1246.31396,10.652509,
1247.31689,10.663465,
1248.31775,10.663465,
714.90356,10.674936,
808.89105,10.674936,
716.90051,10.686476,
229.20711,10.697555,
468.29623,10.697555,
575.47052,10.697555,
629.51587,10.697555,
656.5105,10.697555,
687.54651,10.697555,
698.52032,10.697555,
700.53894,10.697555,
1142.8833,10.697555,
1143.88171,10.697555,
227.20091,10.708847,
228.20406,10.708847,
295.1879,10.708847,
309.20386,10.708847,
310.20746,10.708847,
531.44366,10.708847,
559.47467,10.708847,
560.47791,10.708847,
561.4826,10.708847,
684.54083,10.708847,
685.54309,10.708847,
686.54565,10.708847,
713.95178,10.708847,
762.51898,10.708847,
873.73761,10.708847,
1141.88037,10.708847,
573.49023,10.720572,
668.95618,10.720572,
1045.21985,10.720572,
1171.28687,10.720572,
277.21643,10.732261,
712.94556,10.732261,
1170.28662,10.732261,
1172.28735,10.732261,
363.25626,10.756063,
748.93011,10.802347,
1300.25586,10.802347,
325.27368,10.814153,
749.93512,10.814153,
771.59778,10.814153,
842.9184,10.814153,
1301.25867,10.814153,
1317.22949,10.814153,
766.8974,10.825419,
1316.22644,10.825419,
511.96027,10.83693,
512.96411,10.83693,
513.95636,10.83693,
559.36566,10.83693,
593.96362,10.83693,
764.89948,10.83693,
969.30084,10.83693,
389.0755,10.85973,
390.07507,10.85973,
449.0968,10.85973,
486.34274,10.85973,
858.88501,10.85973,
1318.22571,10.85973,
327.23514,10.871149,
598.35596,10.871149,
613.28845,10.871149,
503.34036,10.894844,
352.28467,10.906624,
844.94458,10.906624,
504.33572,10.917911,
253.21645,10.929245,
254.21977,10.929245,
335.21939,10.929245,
336.22308,10.929245,
585.49072,10.929245,
586.49335,10.929245,
710.55646,10.929245,
711.55957,10.929245,
712.55975,10.929245,
792.56189,10.929245,
899.75201,10.929245,
241.21648,10.940634,
242.21971,10.940634,
323.21948,10.940634,
573.4903,10.940634,
698.55652,10.940634,
700.55896,10.940634,
699.55914,10.951851,
492.3089,10.963045,
563.37964,10.963045,
313.23749,10.974742,
314.24072,10.974742,
830.61719,10.974742,
239.05882,11.022147,
223.02754,11.033374,
297.0462,11.033374,
447.06229,11.033374,
901.90979,11.033374,
452.30078,11.044986,
525.97559,11.044986,
655.39948,11.044986,
814.92419,11.044986,
900.90808,11.044986,
983.31635,11.044986,
526.97778,11.056178,
527.97223,11.056178,
888.96692,11.056178,
1346.30591,11.056178,
1347.30591,11.056178,
577.39386,11.067249,
594.33051,11.067249,
930.62134,11.067249,
241.21648,11.10253,
242.21964,11.10253,
323.21936,11.10253,
573.49017,11.10253,
574.49341,11.10253,
698.55658,11.10253,
699.55963,11.10253,
700.55884,11.10253,
279.2319,11.113813,
280.2356,11.113813,
611.50549,11.113813,
736.5719,11.113813,
737.57312,11.113813,
299.25803,11.125765,
655.39789,11.148792,
518.35425,11.171969,
502.33765,11.184034,
519.35413,11.184034,
